iteration,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1500,[ 113.78947368   98.92105263],[ 104.03409091   88.47443182],[  95.05319149  101.26595745],[ 102.59090909   97.47727273],[ 99.82926829  81.68292683],[ 106.00429185  102.35622318],[ 122.38888889  107.07407407],[ 94.86842105  95.26315789],[  99.26262626  110.13636364],[ 115.18181818  102.60606061],[ 94.34693878  74.33673469],[ 96.55257608  87.81922266],[  91.22110553  103.39698492],[ 112.57142857  102.24576271],[ 115.48717949  102.41025641],[ 105.85457539  107.72300727],[ 120.61764706   88.94117647],[ 102.12264151  115.49056604],[ 89.69117647  94.38235294],[ 108.17118998   98.93110647],[ 104.33333333  101.57291667],[ 100.55102041   94.65306122],[  93.40425532  100.61702128],[ 105.3902439   92.3902439],[ 107.8372093   102.41860465],[ 108.38811189   98.57342657],[ 107.20754717  108.81132075],[ 100.92340426   91.40425532],[ 94.57762712  86.18779661],[ 106.68224299  138.82242991],[  91.40611354  100.55895197],[ 101.17678894   94.42802165],[ 109.43396226   95.24528302],[ 102.93950995   88.53369066],[ 94.25        95.62931034],[ 94.30120482  86.55421687],[ 90.42465753  98.83561644],[ 104.28571429   90.54285714],[  99.40963855  113.18674699],[ 85.82157676  69.5560166 ],[ 120.0625     110.7826087],[  96.66559486  102.93569132],[ 99.          98.07142857],[ 96.02491103  96.65480427],[ 92.62830593  97.77841315],[  93.25714286  111.54285714],[ 102.890625  102.609375],[  97.15819209  133.29096045],[ 78.96590909  95.1875    ],[  92.07432432  111.08783784],[ 89.44186047  86.09302326],[ 98.29750983  98.88269987],[ 101.10187668   87.19839142],[ 107.41025641   94.66666667],[  99.29230769  100.13846154],[ 93.73684211  80.33333333],[ 95.13675214  95.06837607],[  99.5862069  113.5862069],[ 112.18992472  101.84076433],[  76.12493383  111.97882478]
1520,[ 116.02325581  108.51162791],[ 105.48493151   88.83561644],[  99.85858586  101.04040404],[ 103.85   84.35],[ 96.26315789  91.21052632],[ 101.115  102.555],[ 116.33898305  112.91525424],[ 111.25     93.1875],[ 101.56641604  107.78696742],[ 122.2972973    92.94594595],[ 89.28181818  73.78181818],[ 96.21127547  87.42897014],[ 87.70967742  99.9124424 ],[ 101.3088685    89.51376147],[ 112.5952381    91.11904762],[ 105.88446814  107.22573147],[ 116.56  104.16],[  91.79347826  113.51086957],[ 88.55555556  95.2962963 ],[ 100.73825503   99.8344519 ],[ 101.67403315  103.9281768 ],[ 105.41071429  113.30357143],[  96.7079646   100.74336283],[ 108.92156863   92.        ],[ 115.11363636   85.61363636],[ 108.08540925   94.15658363],[ 103.89583333  106.125     ],[ 106.06355932   95.13135593],[ 95.90288405  87.71630371],[  94.10894942  151.71206226],[ 87.33649289  95.06635071],[ 100.07362312   90.95243514],[ 120.22641509   91.32075472],[ 102.66641104   90.43865031],[ 88.23076923  98.09615385],[ 92.72077922  89.33766234],[ 93.66666667  88.70512821],[ 104.97560976   97.17073171],[ 90.15945946  97.78918919],[ 103.50180505   78.13718412],[ 108.92116183  122.97510373],[  98.26415094  103.75786164],[ 118.34285714   92.05714286],[ 100.32600733   96.3992674 ],[  94.31976517  100.12720157],[ 109.75609756  117.09756098],[ 120.81395349  113.86046512],[  97.8375286   132.98627002],[ 76.16860465  93.13953488],[  94.57615894  113.48344371],[  82.48148148  104.38888889],[ 102.02503251   96.39954486],[ 103.203125    88.3359375],[  93.16326531  112.30612245],[ 108.68965517  110.20689655],[ 96.78461538  98.23076923],[ 96.05223881  94.78358209],[ 104.60606061  101.48484848],[ 106.77433628   99.76611884],[  80.91775984  113.7346115 ]
1540,[ 111.72727273  104.13636364],[ 103.94086022   89.6155914 ],[ 101.03296703  102.50549451],[ 112.17073171   82.92682927],[  94.66037736  109.43396226],[  91.71875  105.375  ],[ 101.15789474  113.59649123],[ 99.9   95.45],[ 103.87971698  106.32075472],[ 123.54285714   84.8       ],[ 91.77884615  77.01923077],[ 96.42194206  87.38331545],[  87.05472637  100.28358209],[ 89.76375953  93.24809483],[ 110.81632653  105.28571429],[ 105.95643295  106.28563649],[  98.44736842  104.89473684],[ 101.92682927  115.93902439],[ 92.8125   94.84375],[  85.61894273  107.94052863],[ 108.76439791   99.4921466 ],[ 106.61842105  118.96052632],[ 98.87640449  96.66292135],[ 107.3442623    96.95081967],[ 127.44086022   74.37634409],[ 103.47311828   93.78494624],[ 104.01754386  100.40350877],[ 103.46186441  101.32627119],[ 92.88915375  88.25029797],[ 102.95620438  140.64963504],[  91.13419913  101.004329  ],[ 102.53049555   90.18784413],[ 114.32  112.76],[ 103.96254417   93.74275618],[  98.7         100.41538462],[ 89.96855346  89.67924528],[  96.90410959  103.93150685],[ 103.10810811  102.21621622],[ 96.97781885  83.74121996],[ 106.00895522   83.95820896],[  98.57777778  121.62539683],[  95.82450331  100.69205298],[ 102.92857143  104.35714286],[ 100.60069444   98.4375    ],[  97.37037037  102.9246633 ],[ 110.85106383  104.14893617],[ 124.21  111.27],[  95.16299559  130.33920705],[ 71.71590909  95.17045455],[  88.89115646  114.29931973],[ 87.58823529  92.17647059],[ 105.66000624   95.7521074 ],[ 104.45219638   90.35917313],[  94.69387755  115.28571429],[ 98.76470588  88.25      ],[ 103.98571429   97.22857143],[ 95.99166667  97.75833333],[ 102.43589744  100.33333333],[ 100.94977463  100.67675467],[  84.42705167  101.89007092]
1560,[ 108.71428571   92.80952381],[ 100.16528926   94.41597796],[ 103.95294118   97.64705882],[ 116.92982456   83.85964912],[ 103.94230769   92.5       ],[  88.36413043  107.23369565],[  99.83870968  110.11290323],[ 105.31818182   92.88636364],[ 103.80327869  107.04215457],[ 116.325   84.55 ],[ 83.39416058  75.41605839],[ 96.50619278  89.08885299],[ 80.61340206  99.10824742],[ 82.33900929  92.42182663],[ 107.43181818  102.97727273],[ 105.52576192  106.37392374],[ 110.07692308  107.15384615],[  97.81  106.  ],[  99.74137931  101.53448276],[  72.92473118  106.27956989],[ 105.04265403  100.06161137],[ 100.32835821  117.52238806],[  91.42857143  102.82653061],[ 114.78461538   88.58461538],[ 127.90322581   63.09032258],[ 98.73977695  97.01486989],[ 105.34  103.58],[ 102.58943089  105.21138211],[ 88.77262814  89.99618321],[ 126.8627451    95.06372549],[  91.9902439   104.16097561],[ 103.60188383   91.0526426 ],[ 104.05263158  102.43859649],[ 101.92156863   94.87184874],[ 102.47328244   98.67175573],[ 90.87012987  91.86363636],[ 105.65151515  104.        ],[ 92.35416667  99.9375    ],[ 107.86792453   72.44395117],[ 107.56847545  110.68992248],[  92.32407407  121.2654321 ],[  94.98095238  100.94603175],[ 110.75        104.22222222],[  98.91438356  102.96917808],[  98.20630631  102.29009009],[ 106.70212766   93.70212766],[ 115.07291667  105.41666667],[  91.09130435  118.63913043],[ 71.61497326  91.46524064],[  90.73943662  111.83802817],[ 80.05333333  93.78666667],[ 105.40848014   95.30217976],[ 102.96428571   93.9872449 ],[ 108.58181818   98.8       ],[  94.83928571  104.78571429],[  99.01219512  102.98780488],[ 93.          98.32352941],[ 91.34090909  94.13636364],[  96.63744232  100.52867502],[ 106.62597403  116.97766234]
1580,[ 108.4    93.72],[ 100.46285714   97.49142857],[ 104.98717949   99.37179487],[ 114.14  100.04],[ 108.50877193  111.50877193],[  89.85549133  106.17919075],[ 97.97058824  88.82352941],[  92.11904762  107.04761905],[ 103.4573991   105.76008969],[ 112.90909091   94.27272727],[ 93.5        83.4382716],[ 97.18623596  92.8494382 ],[ 82.58115183  98.10994764],[ 78.79966044  90.18336163],[  88.48214286  101.85714286],[ 104.37827715  105.24108753],[ 104.57377049  112.47540984],[ 103.94949495  106.11111111],[  98.25        112.64285714],[  72.90786517  104.02921348],[ 103.13679245  104.34433962],[  97.6         113.03076923],[  96.87128713  103.81188119],[ 110.08163265   93.89795918],[ 136.00704225   59.48591549],[  97.91397849  102.54480287],[ 98.18461538  95.41538462],[ 100.71861472  107.16017316],[ 87.84546971  94.68816009],[ 145.77591973  125.18060201],[  96.45263158  106.04210526],[ 108.32812338   93.34364973],[ 88.60869565  93.08695652],[ 100.19473319   95.79140679],[ 109.13636364   91.25757576],[ 96.08333333  95.52083333],[  89.14285714  117.93650794],[  95.91836735  110.12244898],[ 102.98913043   64.2826087 ],[ 115.50431779  123.13644214],[ 101.93224299  118.67056075],[ 94.01328904  99.20598007],[  96.65625  110.8125 ],[  97.1986532   102.96632997],[ 100.99691494   97.96209784],[ 113.65909091   93.45454545],[ 122.77659574   97.9787234 ],[  88.41025641  114.72435897],[ 73.91794872  90.25641026],[  88.93478261  108.84057971],[  99.12121212  105.10606061],[ 107.32965166   93.92013594],[ 103.48924731   96.7983871 ],[ 110.6779661   117.13559322],[  85.2         102.34545455],[  93.67073171  102.34146341],[  93.08641975  108.0617284 ],[ 91.2244898   85.81632653],[  93.47297297  104.50135135],[ 105.05900243  125.20012165]
1600,[ 92.95833333  71.97916667],[ 100.38888889  100.26608187],[ 108.32098765   97.54320988],[ 102.11111111  109.90740741],[ 105.30188679   94.18867925],[  90.09036145  105.54216867],[ 80.61538462  84.09230769],[ 107.24324324  107.21621622],[ 103.92190889  105.86117137],[ 106.           97.22727273],[ 94.41624365  90.72081218],[ 99.17233225  93.09725096],[ 81.98947368  98.95263158],[ 77.88981636  96.14774624],[ 99.66666667  96.47916667],[ 101.62641618  102.70873369],[ 102.01515152   95.84848485],[ 110.54716981  101.54716981],[  88.17910448  101.10447761],[  76.21394231  100.75480769],[  93.88235294  107.30392157],[  87.60377358  114.69811321],[  99.79569892  111.2688172 ],[ 111.20454545  102.38636364],[ 151.2406015    62.15789474],[  96.98168498  109.71794872],[ 95.54347826  82.84782609],[  99.30941704  107.23766816],[ 93.5230011   97.46440307],[ 148.94429708  126.72679045],[  96.98924731  108.65591398],[ 111.92982844   94.95318207],[ 107.90909091   86.11363636],[ 96.37148732  94.73132282],[ 99.31818182  97.63636364],[ 101.83802817   99.66197183],[  92.14516129  113.24193548],[  91.11904762  103.61904762],[ 95.59104187  68.70788705],[ 109.33038348  122.91297935],[ 101.21186441  122.2690678 ],[  92.03716216  103.2027027 ],[  80.52941176  107.64705882],[  96.94276094  107.6026936 ],[ 102.61370968   97.55443548],[ 111.21153846   96.94230769],[ 114.04054054   80.60810811],[  86.21097046  109.06540084],[ 71.81042654  85.8957346 ],[  85.7080292   106.10948905],[ 105.984375  102.4375  ],[ 107.3248185    93.73702608],[ 103.74525745   99.95663957],[ 112.4  141.3],[ 106.88636364  108.20454545],[  86.525  104.375],[  93.5443038   118.06329114],[ 92.41860465  84.97674419],[  93.73875803  108.77301927],[  94.81267606  115.08873239]
1620,[ 95.43333333  79.45      ],[ 101.16034985  103.70553936],[ 109.38461538  103.61538462],[  98.83783784  112.54054054],[ 110.90789474   83.77631579],[  89.70114943  100.12643678],[ 81.41818182  86.05454545],[  96.94117647  112.82352941],[ 104.78278689  103.46311475],[  87.76190476  101.5       ],[ 87.78389831  93.70338983],[ 102.84793651   92.3168254 ],[ 84.94949495  99.35858586],[  75.12488437  101.50508788],[ 92.14285714  97.96428571],[ 100.90725685  101.13911472],[ 103.93150685   98.2739726 ],[ 109.58119658  100.81196581],[ 102.06410256  108.82051282],[  85.64857881  100.73901809],[  95.27312775  105.54185022],[ 90.83333333  99.10416667],[ 110.77647059  111.16470588],[ 94.71428571  93.35714286],[ 148.39325843   68.25842697],[  92.34137931  112.82068966],[ 102.14285714   92.83673469],[  98.73636364  101.85      ],[ 99.88345473  98.2653486 ],[ 131.03716216  108.40540541],[  92.75242718  103.38349515],[ 114.18282344   95.77208502],[ 103.73170732   77.80487805],[ 95.14248194  95.55154301],[ 104.73195876   97.94845361],[ 103.96453901  102.94326241],[ 101.39393939  104.51515152],[ 89.         82.3030303],[ 95.31660232  81.33494208],[ 101.79382889  109.02524544],[  85.54452926  127.78880407],[  88.20486111  100.96527778],[  85.75        116.51923077],[  99.75        111.06012658],[ 104.47592593   95.45037037],[ 113.2          99.98181818],[ 109.56923077   66.38461538],[  91.07592191  104.11062907],[ 72.40807175  87.0941704 ],[  82.8778626   101.69465649],[ 107.40298507   99.62686567],[ 107.96693156   94.65598564],[ 102.77094972  103.2122905 ],[ 106.22222222  130.77777778],[  95.16  106.82],[ 86.97260274  97.91780822],[  95.          113.33333333],[ 85.          80.56818182],[  91.23166927  108.92901716],[ 100.49159664  108.37955182]
1640,[ 98.79545455  93.25      ],[ 100.31964809  104.75366569],[ 114.4375  111.1125],[ 108.76190476   89.16666667],[ 105.22077922   89.55844156],[ 92.08  93.12],[ 99.5  99.1],[ 101.43902439   95.04878049],[ 103.81673307  102.05776892],[  74.66666667  101.79487179],[ 85.99421965  97.96820809],[ 105.44632005   92.01958136],[  89.5879397   100.06532663],[  76.57997936  111.15583075],[ 89.56756757  90.91891892],[ 101.56162054  100.35147673],[  91.42857143  110.0952381 ],[ 111.125       108.50833333],[  97.62318841  106.7826087 ],[ 90.84227129  99.29968454],[  92.38392857  100.08928571],[ 85.13333333  96.77777778],[ 111.5         115.92647059],[ 89.35135135  99.37837838],[ 126.5          78.43243243],[  92.02265372  108.36245955],[  90.97727273  103.70454545],[  96.86554622  102.20588235],[ 104.76518438   99.20607375],[ 109.94715447   98.11788618],[  88.41517857  105.63839286],[ 113.71569135   93.67244951],[  98.5  100. ],[ 92.33823529  98.24465241],[ 103.10989011   95.97802198],[ 102.6618705   103.41726619],[  97.59701493  111.14925373],[ 81.21428571  87.        ],[ 100.46388164   86.16449086],[  95.93740458  107.95572519],[  82.39274924  130.18429003],[  90.38686131  103.40145985],[  91.3015873   113.77777778],[  99.19488818  107.36102236],[ 105.09081736   92.87689203],[ 107.9137931    96.43103448],[ 102.1625   65.125 ],[ 97.38413361  99.48016701],[ 73.39574468  86.90638298],[  88.43220339  103.90677966],[ 109.25        107.94047619],[ 107.61319797   94.27944162],[ 102.23333333  104.86666667],[ 117.12820513  107.33333333],[ 82.81132075  96.86792453],[  86.27868852  101.27868852],[  99.39726027  112.69863014],[ 93.44897959  95.40816327],[  91.03487358  111.85353095],[ 108.21514819  107.75740944]
1660,[ 95.71111111  87.71111111],[ 100.12058824  107.87647059],[ 108.74025974  115.44155844],[  94.88636364  108.31818182],[ 95.79746835  88.5443038 ],[ 91.94117647  89.45098039],[ 85.9    96.725],[  87.26470588  117.26470588],[ 101.53333333   99.41372549],[  71.11111111  109.52777778],[ 84.96046512  95.48837209],[ 105.61761622   92.7665152 ],[ 89.49308756  98.34562212],[  80.48621554  117.61278195],[ 118.65116279  108.44186047],[ 102.14848436   99.27913762],[ 97.69230769  96.17948718],[ 110.04032258  105.74193548],[  84.79411765  107.63235294],[  93.55892256  103.34680135],[ 97.76497696  96.23963134],[  91.58536585  108.41463415],[ 117.62352941  110.88235294],[  87.13513514  107.18918919],[ 135.29268293   74.5       ],[  94.97169811  108.56603774],[ 88.71794872  98.48717949],[  98.0204918   103.41803279],[ 113.96489303  102.32144816],[ 123.30350195  109.94941634],[  88.5         100.01363636],[ 109.26387964   90.55372121],[ 79.7037037   95.16666667],[ 90.38731909  96.84148863],[ 94.03846154  97.51282051],[ 100.82962963  105.62222222],[ 106.34328358  100.08955224],[ 93.22222222  97.57777778],[ 103.36943442   88.76895307],[  99.72016461  113.52812071],[  66.1031941   123.57985258],[  90.92753623  106.46376812],[ 90.67567568  95.        ],[  95.55149502  103.42192691],[ 105.51088308   92.39116915],[ 100.56521739   94.63043478],[ 92.275   55.8125],[ 101.09445585   97.01848049],[ 79.11111111  88.40996169],[  84.29245283  100.47169811],[ 104.49367089  102.82278481],[ 106.61584306   92.74571641],[ 101.17073171  107.96476965],[ 102.85714286   90.25714286],[ 98.14893617  99.44680851],[ 93.98461538  99.61538462],[  97.85    107.0125],[ 96.225  95.775],[  94.41536965  113.62548638],[ 105.96711799  117.4139265 ]
1680,[ 91.30769231  91.07692308],[  99.48        107.66571429],[ 103.40506329  116.11392405],[ 91.93478261  89.56521739],[ 93.72463768  93.73913043],[ 100.04635762   94.64238411],[ 107.80555556  109.36111111],[  87.21621622  103.        ],[ 98.82669323  97.10756972],[  74.96875  105.15625],[ 82.16182573  97.48962656],[ 103.64959663   92.91722203],[ 90.48584906  99.24056604],[  85.85147247  127.91293214],[ 109.51612903  112.41935484],[ 101.14763135   96.43066322],[ 92.56666667  97.86666667],[ 118.25342466  110.36986301],[ 97.125   92.9125],[  93.17445483  105.58255452],[ 93.34684685  99.12612613],[ 102.64864865   94.72972973],[ 112.55555556  113.47777778],[  82.05882353  117.73529412],[ 125.94791667   83.08333333],[  91.81873112  108.48036254],[  93.4         108.56666667],[  97.80578512  101.02479339],[ 118.79346622   99.16666667],[ 133.0077821   120.82879377],[ 88.47511312  99.02262443],[ 101.69245729   92.36366162],[ 86.35135135  99.56756757],[ 91.18562456  96.02581996],[ 101.12643678  113.75862069],[  97.08917197  102.00636943],[ 102.13414634   95.04878049],[ 104.35483871   85.09677419],[ 110.32639792   83.16124837],[ 106.91588785  122.35202492],[  81.49268293  120.72926829],[  87.93040293  106.80952381],[  73.82352941  115.41176471],[  98.76397516  105.13354037],[ 106.66303066   93.41391509],[ 99.25581395  94.20930233],[ 84.01639344  66.37704918],[ 104.07719298   95.39122807],[ 79.25448029  90.90681004],[  82.66326531  100.2244898 ],[ 107.42857143  116.57142857],[ 105.87012665   91.42662031],[ 101.93963255  110.7480315 ],[  72.78571429  104.57142857],[ 103.57692308  108.32692308],[ 89.03030303  90.92424242],[  92.45121951  114.19512195],[ 96.82051282  98.58974359],[  93.23487903  115.75705645],[ 106.47946085  110.23876765]
1700,[ 103.38709677   80.19354839],[  99.20916905  107.30372493],[ 100.32258065  115.5483871 ],[  81.85185185  110.22222222],[ 90.91666667  91.43333333],[ 100.12021858   99.32240437],[ 106.52  102.2 ],[ 78.75862069  91.31034483],[ 98.13490364  96.07066381],[  73.96875  111.53125],[ 83.80932203  93.24152542],[ 102.68718503   95.23866091],[  89.28712871  105.34158416],[  85.84835479  129.54506438],[ 102.45454545  113.39393939],[ 98.49330716  94.01838301],[ 72.44117647  98.64705882],[ 123.62146893  115.49152542],[ 93.55952381  91.60714286],[  95.49051491  109.7804878 ],[ 92.33783784  95.85135135],[  95.20689655  103.27586207],[  98.16129032  111.72043011],[ 99.6         97.96666667],[ 116.44262295   94.80327869],[  89.28612717  111.13294798],[  74.56666667  116.93333333],[ 101.73275862  104.77586207],[ 119.44230769   94.9521978 ],[ 130.28947368  120.87368421],[ 95.95238095  98.04761905],[ 95.54179387  97.94752144],[  92.57142857  116.85714286],[ 91.49929775  94.26825843],[  94.12643678  126.67816092],[  95.57594937  106.26582278],[ 101.84615385   93.58974359],[ 104.60606061  105.12121212],[ 104.42538354   78.91352859],[ 127.57490637  122.22846442],[ 104.83937824  109.44818653],[  90.98653199  108.12457912],[  96.25  118.25],[ 103.72555205  103.60883281],[ 106.975869     93.99166906],[ 94.13043478  89.93478261],[ 83.27586207  62.25862069],[ 103.7312187    91.49081803],[ 79.29181495  91.44483986],[ 83.03529412  99.77647059],[ 104.46511628  104.94186047],[ 104.44116109   90.76124477],[ 103.92424242  115.46464646],[  72.73529412  133.88235294],[ 98.13157895  97.10526316],[ 93.54098361  89.54098361],[  85.04225352  113.94366197],[ 94.28947368  98.76315789],[  92.8943662   115.73943662],[ 105.03849743  104.28161456]
